Ciment (%),Argile (%),Alumine (%),Silice (%),Chamotte (%),Conductivite thermique (W/m.K),Resistance Mecanique (MPa)
11.0,9.35,37.49,25.34,16.81,1.11,19.22
11.77,9.14,35.83,26.52,16.73,1.11,19.22
11.63,9.3,35.88,26.69,16.5,1.11,19.22
11.46,9.01,36.78,25.38,17.38,1.11,19.22
12.46,8.95,36.92,25.38,16.28,1.11,19.22
12.44,9.21,36.57,25.35,16.42,1.11,19.22
12.26,8.95,36.94,25.37,16.48,1.11,19.22
10.86,9.92,36.78,25.93,16.5,1.11,19.22
11.01,8.93,37.32,25.27,17.48,1.11,19.22
11.72,8.81,36.52,26.08,16.87,1.11,19.22
10.44,9.55,37.37,25.17,17.47,1.11,19.22
10.84,9.52,37.27,25.27,17.1,1.11,19.22
10.65,8.82,37.09,26.85,16.6,1.11,19.22
11.32,9.13,36.79,25.54,17.22,1.11,19.22
10.37,9.21,37.41,25.68,17.34,1.11,19.22
10.21,9.91,37.11,26.2,16.56,1.11,19.22
11.42,9.12,36.35,26.04,17.08,1.11,19.22
11.15,9.43,36.27,25.8,17.35,1.11,19.22
11.31,8.8,36.72,26.55,16.61,1.11,19.22
11.85,9.03,36.67,26.05,16.4,1.11,19.22
10.79,8.93,37.13,25.84,17.31,1.11,19.22
8.93,8.8,37.47,27.43,17.36,1.11,19.2
9.85,8.81,37.19,27.07,17.09,1.11,19.2
9.75,9.39,36.35,27.26,17.25,1.11,19.2
9.73,9.6,36.95,27.42,16.29,1.11,19.2
10.0,9.74,36.62,26.65,16.99,1.11,19.2
9.65,9.56,36.24,27.22,17.33,1.11,19.2
9.91,9.6,37.43,26.53,16.53,1.11,19.2
9.9,10.0,37.16,25.37,17.31,1.11,19.2
9.77,10.0,37.43,25.58,17.2,1.11,19.2
9.93,9.14,36.73,26.97,17.22,1.11,19.2
9.19,8.91,37.42,27.02,17.45,1.11,19.2
9.97,9.15,37.5,26.54,16.84,1.11,19.2
9.84,9.94,36.44,26.7,17.09,1.11,19.2
9.98,10.0,37.5,25.73,16.68,1.11,19.2
9.91,9.14,36.05,27.47,17.43,1.11,19.2
9.9,9.6,37.18,26.72,16.59,1.11,19.2
11.48,8.99,35.0,27.04,18.47,1.11,18.92
11.24,8.87,35.0,26.95,17.96,1.11,18.92
11.21,9.53,35.79,25.61,17.86,1.11,18.92
10.23,8.84,37.01,25.68,18.25,1.11,18.92
10.53,9.01,37.41,25.33,17.71,1.11,18.92
11.89,8.84,35.69,25.39,18.18,1.11,18.92
12.19,8.82,35.0,27.17,17.87,1.11,18.92
11.63,8.85,36.28,25.42,17.82,1.11,18.92
10.91,8.97,35.32,26.53,18.26,1.11,18.92
11.4,9.27,35.0,26.84,17.84,1.11,18.92
11.21,9.15,36.72,25.17,17.74,1.11,18.92
11.1,9.46,35.31,25.51,18.62,1.11,18.92
10.95,9.05,35.5,26.18,18.32,1.11,18.92
11.52,9.34,35.3,26.18,17.67,1.11,18.92
12.5,8.78,35.0,26.28,17.8,1.11,18.92
11.78,9.31,35.0,25.51,18.64,1.11,18.92
11.74,9.09,35.02,25.83,18.32,1.11,18.92
10.91,8.77,35.24,26.9,18.18,1.11,18.92
10.11,9.32,36.91,25.53,18.13,1.11,18.92
11.45,9.65,35.21,25.77,17.92,1.11,18.92
10.87,9.49,35.0,26.95,18.55,1.11,18.92
10.93,9.11,35.57,25.96,18.43,1.11,18.92
10.5,9.61,36.02,25.66,18.21,1.11,18.92
10.59,9.91,35.0,26.58,18.01,1.11,18.92
11.49,9.17,35.36,25.64,18.34,1.11,18.92
11.69,9.1,35.0,26.89,18.12,1.11,18.92
10.31,9.09,35.78,26.21,18.6,1.11,18.92
11.52,9.34,35.75,25.23,18.16,1.11,18.92
12.48,8.93,35.0,25.78,18.13,1.11,18.92
10.67,8.77,36.11,26.7,17.75,1.11,18.92
11.11,9.47,35.87,25.55,18.0,1.11,18.92
10.71,9.08,35.0,27.43,18.14,1.11,18.92
12.21,8.84,35.17,25.99,17.79,1.11,18.92
8.98,10.0,36.56,25.47,18.71,1.11,18.91
8.16,9.43,36.82,27.4,18.19,1.11,18.91
9.47,9.13,37.12,26.69,17.58,1.11,18.91
8.49,9.33,37.42,26.11,18.64,1.11,18.91
8.43,9.2,37.39,27.36,17.63,1.11,18.91
9.14,9.05,35.91,27.33,18.58,1.11,18.91
9.36,9.47,36.63,26.34,18.2,1.11,18.91
9.97,8.86,36.01,26.93,18.24,1.11,18.91
7.68,9.84,36.76,27.35,18.37,1.11,18.91
9.58,8.82,36.75,26.94,17.9,1.11,18.91
9.17,8.79,36.21,27.38,18.46,1.11,18.91
8.7,8.79,36.46,27.38,18.66,1.11,18.91
9.53,9.11,37.26,25.72,18.38,1.11,18.91
9.16,9.14,37.1,26.47,18.14,1.11,18.91
9.53,8.95,37.42,25.43,18.66,1.11,18.91
9.64,9.25,36.2,26.88,18.03,1.11,18.91
8.83,9.2,37.43,26.52,18.02,1.11,18.91
9.73,9.11,36.96,25.96,18.24,1.11,18.91
9.0,9.38,35.6,27.42,18.6,1.11,18.91
9.56,9.36,37.27,25.81,18.0,1.11,18.91
7.74,9.97,37.38,27.01,17.9,1.11,18.91
6.97,9.16,37.04,30.0,16.41,1.11,18.26
7.32,10.0,37.5,27.79,17.24,1.11,18.26
5.59,9.79,36.93,30.0,17.23,1.11,18.26
7.12,10.0,37.0,28.4,17.03,1.11,18.26
7.17,9.15,37.24,29.56,16.88,1.11,18.26
7.47,9.55,37.37,28.25,17.35,1.11,18.26
7.16,9.45,37.49,29.52,16.39,1.11,18.26
6.19,9.22,36.51,30.0,17.15,1.11,18.26
7.19,10.0,36.5,29.21,17.06,1.11,18.26
5.45,9.87,37.34,30.0,16.67,1.11,18.26
13.65,7.74,35.0,27.55,18.19,1.11,18.03
12.8,8.41,35.0,27.59,17.51,1.11,18.03
14.26,6.87,35.0,27.71,16.81,1.11,17.28
14.23,6.81,35.0,27.85,16.45,1.11,17.28
13.13,6.76,35.0,28.15,17.14,1.11,17.28
13.68,7.1,35.0,27.69,17.17,1.11,17.28
14.02,7.27,35.0,27.73,16.74,1.11,17.28
12.83,6.94,35.64,27.86,16.72,1.11,17.28
12.14,5.87,39.78,21.95,20.0,1.12,21.7
11.24,6.02,39.45,22.08,20.0,1.12,21.7
12.0,5.59,38.85,22.24,20.0,1.12,21.7
11.39,5.58,39.94,22.22,20.0,1.12,21.7
12.03,6.06,39.77,21.18,20.0,1.12,21.7
12.12,8.58,35.32,24.87,19.11,1.12,18.75
11.95,8.16,36.05,23.5,20.0,1.12,18.75
10.26,8.7,36.92,24.85,19.27,1.12,18.75
11.04,7.93,37.03,23.58,20.0,1.12,18.75
11.9,8.59,36.54,23.74,19.23,1.12,18.75
12.0,8.3,37.3,23.12,19.28,1.12,18.75
12.36,8.68,37.32,22.59,19.07,1.12,18.75
10.12,8.02,36.92,24.75,20.0,1.12,18.75
12.26,7.83,36.86,24.21,18.84,1.12,18.75
12.4,7.83,36.09,24.84,18.84,1.12,18.75
11.14,8.42,36.65,24.44,19.35,1.12,18.75
12.06,7.92,36.85,24.16,19.02,1.12,18.75
11.39,7.89,36.96,24.48,19.29,1.12,18.75
11.65,7.81,36.76,24.68,19.1,1.12,18.75
12.25,8.7,36.07,24.1,18.89,1.12,18.75
10.52,8.44,37.09,24.52,19.42,1.12,18.75
9.96,8.53,37.3,23.95,20.0,1.12,18.72
9.75,8.61,36.94,24.56,20.0,1.12,18.72
9.37,8.51,37.41,24.4,20.0,1.12,18.72
12.01,8.52,37.42,27.26,15.0,1.13,19.06
11.85,8.67,37.03,27.06,15.38,1.13,19.06
11.98,7.78,37.45,26.88,15.92,1.13,19.06
12.06,8.11,37.28,27.32,15.23,1.13,19.06
12.09,8.56,37.28,26.23,15.85,1.13,19.06
11.5,8.65,37.37,26.96,15.51,1.13,19.06
11.72,8.35,36.94,27.03,15.96,1.13,19.06
11.78,8.64,37.01,26.47,16.1,1.13,19.06
9.65,8.35,35.65,26.96,19.4,1.13,18.72
9.11,8.63,35.84,26.2,20.0,1.13,18.72
9.71,7.89,36.93,25.78,19.69,1.13,18.72
9.22,8.35,37.01,25.86,19.56,1.13,18.72
9.69,8.74,36.13,26.28,19.16,1.13,18.72
9.67,8.38,36.78,25.49,19.69,1.13,18.72
9.82,8.12,37.14,25.25,19.67,1.13,18.72
9.26,7.95,36.74,27.02,19.03,1.13,18.72
8.37,8.0,36.32,27.39,19.92,1.13,18.72
9.57,8.5,37.07,25.9,18.96,1.13,18.72
8.92,7.54,36.66,26.89,19.99,1.13,18.72
9.81,7.81,36.43,26.21,19.74,1.13,18.72
9.78,8.04,36.22,26.95,19.01,1.13,18.72
9.17,8.73,36.07,26.76,19.27,1.13,18.72
9.49,7.87,37.17,25.18,20.0,1.13,18.72
9.43,8.34,37.42,25.83,18.98,1.13,18.72
7.92,7.8,37.23,27.43,19.62,1.13,18.72
14.53,5.26,37.49,24.63,18.09,1.13,17.47
13.87,5.83,37.02,24.54,18.75,1.13,17.47
13.73,6.05,37.24,24.84,18.14,1.13,17.47
15.0,6.01,37.28,23.63,18.03,1.13,17.47
15.0,5.37,36.83,24.18,18.32,1.13,17.47
14.87,5.19,36.5,24.89,18.55,1.13,17.47
15.0,5.83,37.39,23.04,18.37,1.13,17.47
13.21,6.11,35.81,27.01,17.85,1.13,17.46
14.0,5.28,35.78,26.56,18.38,1.13,17.46
13.56,5.96,36.04,26.73,17.71,1.13,17.46
13.38,5.13,35.81,27.4,18.27,1.13,17.46
14.34,5.28,36.78,25.18,18.41,1.13,17.46
14.26,5.9,36.71,25.43,17.7,1.13,17.46
14.79,5.95,35.31,26.3,17.65,1.13,17.46
13.0,5.6,36.7,26.88,17.83,1.13,17.46
13.06,5.0,36.84,27.47,17.75,1.13,17.46
13.81,5.05,36.7,26.69,17.74,1.13,17.46
13.95,5.63,36.17,26.7,17.55,1.13,17.46
14.35,5.44,36.08,26.36,17.76,1.13,17.46
13.37,5.78,36.04,26.56,18.25,1.13,17.46
13.5,5.68,35.42,27.49,17.91,1.13,17.46
13.16,6.15,36.42,26.0,18.26,1.13,17.46
13.26,6.2,35.81,26.26,18.48,1.13,17.46
14.4,5.59,35.27,26.04,18.71,1.13,17.46
13.36,5.13,35.7,27.12,18.69,1.13,17.46
13.37,5.51,36.74,26.42,17.96,1.13,17.46
13.29,5.73,36.02,26.31,18.64,1.13,17.46
14.25,5.78,36.82,25.1,18.05,1.13,17.46
12.63,6.1,35.62,27.08,18.58,1.13,17.46
14.03,5.17,35.94,26.36,18.5,1.13,17.46
13.66,5.53,36.73,25.35,18.73,1.13,17.46
13.1,5.45,37.28,25.71,18.46,1.13,17.46
14.35,5.3,36.86,25.07,18.42,1.13,17.46
14.17,5.35,35.07,26.82,18.59,1.13,17.46
13.97,5.25,37.21,25.42,18.15,1.13,17.46
13.02,5.27,37.07,26.53,18.1,1.13,17.46
12.77,5.85,37.35,25.44,18.6,1.13,17.46
13.22,5.14,36.53,26.4,18.71,1.13,17.46
13.25,5.16,36.64,26.9,18.04,1.13,17.46
13.85,5.08,35.61,26.89,18.57,1.13,17.46
13.85,5.0,35.3,27.37,18.52,1.13,17.46
12.7,6.09,35.98,26.62,18.61,1.13,17.46
14.31,5.83,35.15,26.74,17.96,1.13,17.46
13.42,5.69,35.04,27.46,18.39,1.13,17.46
14.17,6.12,35.91,25.5,18.29,1.13,17.46
13.17,5.82,35.66,27.26,18.09,1.13,17.46
13.38,7.33,35.0,29.19,15.29,1.13,17.27
14.53,7.12,35.0,28.13,15.68,1.13,17.27
12.59,6.65,35.92,29.23,15.61,1.13,17.27
14.15,6.83,35.43,27.85,15.75,1.13,17.27
13.34,7.23,35.51,28.72,15.2,1.13,17.27
12.58,7.22,35.42,29.67,15.12,1.13,17.27
13.14,6.56,35.88,28.23,16.19,1.13,17.27
13.85,6.78,35.58,28.81,15.0,1.13,17.27
12.73,7.2,37.5,27.53,15.03,1.13,17.27
12.69,6.52,36.16,29.35,15.28,1.13,17.27
14.43,7.32,35.14,28.23,15.0,1.13,17.27
13.66,6.32,35.39,29.21,15.41,1.13,17.27
14.18,6.37,36.51,28.3,15.0,1.13,17.27
13.74,6.46,35.0,29.3,15.55,1.13,17.27
12.62,6.86,37.01,28.12,15.4,1.13,17.27
12.64,6.35,36.8,28.7,15.51,1.13,17.27
12.59,6.6,36.41,28.5,15.9,1.13,17.27
13.94,7.47,36.2,27.71,15.0,1.13,17.27
14.65,6.35,35.0,28.1,15.99,1.13,17.27
12.65,6.58,41.05,20.55,19.18,1.14,21.54
12.93,6.65,41.02,20.51,18.88,1.14,21.54
12.56,6.26,40.3,21.66,19.22,1.14,21.54
13.19,7.0,40.32,20.57,18.92,1.14,21.54
13.32,6.96,41.29,20.0,18.76,1.14,21.54
13.01,6.8,41.69,20.0,19.0,1.14,21.54
12.55,6.62,42.31,20.0,19.0,1.14,21.54
13.4,7.35,40.59,20.0,19.15,1.14,21.54
13.22,6.64,41.41,20.0,18.84,1.14,21.54
14.52,6.68,37.6,21.09,20.0,1.14,21.52
13.18,6.98,39.05,20.42,20.0,1.14,21.52
13.3,6.88,38.81,22.01,19.0,1.14,21.52
14.73,7.1,38.44,20.39,19.35,1.14,21.52
13.03,7.08,39.3,21.32,19.27,1.14,21.52
12.65,6.29,39.95,21.97,19.14,1.14,21.52
13.9,6.46,39.25,20.81,19.57,1.14,21.52
13.15,7.43,38.78,21.7,18.93,1.14,21.52
14.7,6.87,38.72,20.43,19.27,1.14,21.52
14.53,6.49,38.75,21.48,18.76,1.14,21.52
13.29,6.94,38.68,21.16,19.92,1.14,21.52
13.93,6.87,37.78,21.75,19.66,1.14,21.52
13.81,6.63,38.56,22.19,18.81,1.14,21.52
13.92,6.75,39.63,20.75,18.95,1.14,21.52
13.39,7.31,38.27,22.27,18.77,1.14,21.52
14.38,6.88,38.0,21.41,19.33,1.14,21.52
14.47,6.89,38.08,21.55,19.0,1.14,21.52
13.22,7.5,38.93,21.01,19.33,1.14,21.52
13.67,7.11,38.75,21.56,18.92,1.14,21.52
13.82,7.27,37.66,22.41,18.84,1.14,21.52
13.6,6.5,38.44,22.22,19.24,1.14,21.52
14.02,6.32,38.7,22.14,18.83,1.14,21.52
13.01,6.45,39.08,21.6,19.85,1.14,21.52
13.39,7.43,37.82,22.28,19.08,1.14,21.52
13.33,6.82,39.22,21.63,19.01,1.14,21.52
12.64,5.0,40.12,23.42,18.82,1.14,21.31
13.36,5.53,38.7,23.43,18.97,1.14,21.29
13.46,5.3,38.71,23.67,18.87,1.14,21.29
12.79,5.69,38.42,24.15,18.95,1.14,21.29
13.01,5.71,39.43,22.69,19.17,1.14,21.29
13.61,5.14,38.48,23.99,18.78,1.14,21.29
13.49,5.69,37.71,23.2,19.92,1.14,21.29
12.55,5.38,38.22,22.57,20.0,1.14,21.29
12.93,6.13,38.26,22.74,19.95,1.14,21.29
13.37,5.03,39.07,23.31,19.22,1.14,21.29
14.33,5.66,38.58,22.65,18.78,1.14,21.29
13.51,5.14,37.73,24.57,19.06,1.14,21.29
12.67,5.0,39.47,23.94,19.06,1.14,21.29
13.51,5.94,37.62,23.19,19.73,1.14,21.29
13.59,5.87,37.61,23.23,19.7,1.14,21.29
12.82,6.09,37.87,24.21,19.02,1.14,21.29
13.57,5.62,37.87,24.09,18.85,1.14,21.29
12.53,5.55,39.24,23.47,19.21,1.14,21.29
11.25,9.19,35.56,24.66,19.35,1.14,18.91
11.28,9.8,36.1,23.15,19.67,1.14,18.91
11.67,9.11,37.04,23.09,19.09,1.14,18.91
11.5,8.91,35.52,24.6,19.47,1.14,18.91
10.89,8.97,36.67,23.31,20.0,1.14,18.91
10.37,9.47,36.82,23.23,20.0,1.14,18.91
10.99,9.28,36.91,23.46,19.36,1.14,18.91
10.43,9.53,36.86,24.24,18.95,1.14,18.91
10.79,9.09,37.41,23.66,19.05,1.14,18.91
10.9,9.64,36.07,23.95,19.43,1.14,18.91
11.87,8.93,37.27,22.68,19.25,1.14,18.91
11.2,9.11,36.77,23.17,19.75,1.14,18.91
11.48,8.9,36.69,23.61,19.32,1.14,18.91
11.74,9.16,37.33,22.96,18.81,1.14,18.91
10.3,9.1,37.14,24.34,19.12,1.14,18.91
10.37,9.71,36.56,24.16,19.2,1.14,18.91
10.53,9.57,35.77,24.92,19.21,1.14,18.91
11.86,9.81,35.83,22.98,19.52,1.14,18.91
10.88,8.96,37.13,23.04,19.99,1.14,18.91
11.07,8.91,37.36,23.04,19.62,1.14,18.91
9.45,10.0,37.04,24.24,19.02,1.14,18.9
9.57,9.86,36.95,24.24,19.38,1.14,18.9
9.96,9.56,36.63,24.35,19.5,1.14,18.9
9.22,10.0,37.34,24.51,18.85,1.14,18.9
9.1,9.18,37.3,23.84,20.0,1.14,18.9
8.12,10.0,37.3,24.2,20.0,1.14,18.9
9.47,8.79,37.24,24.58,19.92,1.14,18.9
9.53,10.0,37.11,24.36,18.97,1.14,18.9
9.7,10.0,37.03,23.89,18.9,1.14,18.9
10.69,8.23,36.24,25.39,19.45,1.14,18.75
10.39,7.95,35.99,26.68,18.99,1.14,18.75
10.22,7.63,35.39,27.11,19.64,1.14,18.75
11.37,8.37,35.69,25.05,19.52,1.14,18.75
10.29,8.15,36.37,26.05,19.14,1.14,18.75
11.62,7.59,35.91,25.83,19.04,1.14,18.75
10.25,8.72,36.7,25.3,19.03,1.14,18.75
10.41,7.57,35.05,27.32,19.65,1.14,18.75
12.19,8.5,35.0,25.85,18.8,1.14,18.75
10.3,7.91,36.62,25.84,19.34,1.14,18.75
12.14,7.73,36.0,25.28,18.84,1.14,18.75
11.97,7.93,35.2,25.67,19.23,1.14,18.75
11.34,8.18,35.0,27.07,19.0,1.14,18.75
12.49,7.6,36.03,25.11,18.77,1.14,18.75
11.43,7.89,36.84,25.02,18.81,1.14,18.75
10.32,7.98,35.49,27.32,18.9,1.14,18.75
10.12,8.2,36.3,26.14,19.24,1.14,18.75
6.93,9.99,36.92,29.93,16.22,1.14,18.25
7.47,10.0,37.37,29.07,15.72,1.14,18.25
13.72,5.37,42.29,22.01,16.62,1.15,21.61
13.91,5.0,42.43,22.44,16.33,1.15,21.61
12.84,5.7,42.22,22.07,17.17,1.15,21.61
14.02,6.14,40.43,22.26,17.15,1.15,21.61
13.62,5.43,42.26,21.93,16.77,1.15,21.61
14.57,5.38,41.06,22.31,16.68,1.15,21.61
14.92,5.11,42.43,20.5,17.05,1.15,21.61
13.65,5.42,41.38,22.38,17.17,1.15,21.61
14.55,6.06,41.43,20.49,17.47,1.15,21.61
14.35,5.22,41.52,21.59,17.32,1.15,21.61
13.53,5.7,41.63,21.97,17.17,1.15,21.61
14.97,5.43,41.6,21.32,16.68,1.15,21.61
15.0,6.17,40.44,21.0,17.01,1.15,21.61
13.72,5.65,41.07,22.07,17.49,1.15,21.61
13.23,6.19,41.67,22.18,16.72,1.15,21.61
13.7,5.94,41.65,21.74,16.97,1.15,21.61
13.63,6.23,41.06,22.21,16.88,1.15,21.61
14.46,6.25,41.08,21.24,16.96,1.15,21.61
14.29,5.41,41.57,21.56,17.17,1.15,21.61
13.83,6.08,41.4,21.7,16.98,1.15,21.61
14.21,5.85,40.54,22.12,17.28,1.15,21.61
7.62,5.41,40.7,27.87,18.4,1.15,20.57
8.56,5.98,40.15,27.68,17.63,1.15,20.57
8.65,5.58,40.44,27.66,17.67,1.15,20.57
7.89,5.92,41.06,27.63,17.51,1.15,20.57
8.16,5.11,40.24,28.48,18.0,1.15,20.57
7.94,5.18,40.68,27.78,18.42,1.15,20.57
7.64,5.11,41.29,27.51,18.45,1.15,20.57
7.91,5.73,40.99,27.56,17.81,1.15,20.57
7.59,6.21,40.55,27.75,17.9,1.15,20.57
8.16,5.26,40.52,27.93,18.13,1.15,20.57
8.42,5.48,40.16,27.65,18.29,1.15,20.57
7.6,5.69,40.53,28.19,18.0,1.15,20.57
8.51,5.85,39.91,27.88,17.85,1.15,20.53
7.74,5.39,39.19,29.52,18.17,1.15,20.53
8.24,5.83,39.84,27.51,18.57,1.15,20.53
7.61,6.24,39.4,28.06,18.7,1.15,20.53
9.02,5.38,38.59,28.6,18.41,1.15,20.53
7.69,5.44,38.64,29.87,18.37,1.15,20.53
8.79,5.53,38.17,28.82,18.69,1.15,20.53
9.82,5.14,39.65,27.83,17.57,1.15,20.53
9.55,6.11,37.83,28.07,18.44,1.15,20.53
7.98,5.33,38.55,30.0,17.65,1.15,20.53
9.36,6.05,38.34,27.8,18.45,1.15,20.53
9.27,5.08,39.16,28.87,17.62,1.15,20.53
9.76,6.07,38.27,27.74,18.16,1.15,20.53
9.32,5.78,39.05,28.29,17.56,1.15,20.53
9.92,5.78,38.81,27.68,17.8,1.15,20.53
8.48,5.96,39.16,27.77,18.63,1.15,20.53
9.63,5.67,37.88,28.23,18.59,1.15,20.53
8.13,5.88,39.96,28.4,17.63,1.15,20.53
9.3,5.83,38.53,27.75,18.59,1.15,20.53
7.76,6.12,38.22,29.32,18.58,1.15,20.53
8.23,5.44,38.89,29.66,17.78,1.15,20.53
9.07,6.21,38.83,27.6,18.29,1.15,20.53
9.17,5.61,39.7,27.59,17.93,1.15,20.53
9.54,5.8,39.11,28.04,17.51,1.15,20.53
8.59,6.0,39.41,28.16,17.84,1.15,20.53
9.79,5.05,37.71,29.08,18.37,1.15,20.53
7.55,5.88,38.65,29.7,18.22,1.15,20.53
7.83,6.13,38.35,29.37,18.31,1.15,20.53
9.69,5.98,37.72,27.91,18.7,1.15,20.53
8.36,5.68,39.97,28.21,17.78,1.15,20.53
8.72,6.06,39.09,27.93,18.2,1.15,20.53
8.77,5.47,37.54,30.0,17.67,1.15,20.53
8.11,5.0,38.96,29.83,18.1,1.15,20.53
8.1,5.24,39.78,28.49,18.39,1.15,20.53
9.41,5.83,38.2,28.46,18.1,1.15,20.53
7.59,5.9,39.93,28.23,18.35,1.15,20.53
12.42,9.44,36.96,24.92,16.25,1.15,19.23
7.74,9.72,36.88,25.27,20.0,1.15,18.9
9.43,9.44,36.12,26.11,18.9,1.15,18.9
9.83,9.02,36.86,25.13,19.16,1.15,18.9
7.95,8.76,37.38,26.19,19.72,1.15,18.9
7.63,9.74,36.42,27.2,19.01,1.15,18.9
7.52,9.14,36.22,27.29,19.83,1.15,18.9
8.13,9.44,36.51,26.05,19.87,1.15,18.9
8.6,8.83,37.42,26.39,18.76,1.15,18.9
8.05,8.98,36.19,27.25,19.53,1.15,18.9
8.41,8.91,36.88,26.99,18.8,1.15,18.9
8.24,8.96,37.13,26.64,19.03,1.15,18.9
8.55,9.1,36.68,26.92,18.76,1.15,18.9
7.82,9.34,36.58,27.43,18.84,1.15,18.9
8.66,9.47,37.04,25.65,19.18,1.15,18.9
8.84,8.81,36.84,26.6,18.91,1.15,18.9
8.6,9.43,35.58,26.32,20.0,1.15,18.9
8.88,9.56,36.55,25.14,19.88,1.15,18.9
8.79,9.59,36.77,25.24,19.61,1.15,18.9
9.45,9.1,35.8,26.7,18.95,1.15,18.9
7.71,8.99,36.42,26.99,19.89,1.15,18.9
9.01,9.85,36.89,25.23,19.02,1.15,18.9
8.87,9.83,37.03,25.14,19.13,1.15,18.9
9.21,9.56,36.7,25.12,19.41,1.15,18.9
9.42,9.06,35.18,27.43,18.91,1.15,18.9
8.19,9.1,37.0,26.9,18.8,1.15,18.9
8.21,9.7,36.68,25.71,19.7,1.15,18.9
9.32,9.71,36.4,25.13,19.45,1.15,18.9
9.28,9.17,36.61,26.14,18.8,1.15,18.9
10.42,5.4,38.53,27.6,18.05,1.16,20.53
10.19,5.5,37.65,28.46,18.2,1.16,20.53
10.08,5.56,37.68,28.43,18.25,1.16,20.53
10.88,5.41,38.09,27.79,17.84,1.16,20.53
10.69,5.94,37.75,27.7,17.92,1.16,20.53
10.15,5.15,38.61,28.11,17.98,1.16,20.53
10.3,5.74,38.46,27.94,17.56,1.16,20.53
12.44,10.0,36.86,22.44,17.87,1.16,19.29
11.31,9.9,37.33,25.53,15.93,1.16,19.23
12.37,8.81,36.39,26.53,15.9,1.16,19.23
12.43,9.26,35.79,26.27,16.25,1.16,19.23
12.43,9.2,36.04,26.09,16.24,1.16,19.23
10.83,9.42,36.23,27.33,16.19,1.16,19.23
12.43,8.95,37.0,25.52,16.09,1.16,19.23
11.21,9.59,37.09,26.16,15.95,1.16,19.23
12.42,8.94,35.74,26.93,15.97,1.16,19.23
12.3,9.33,37.5,26.54,15.0,1.16,19.23
11.49,9.17,35.87,27.28,16.19,1.16,19.23
11.44,8.99,37.39,26.2,15.98,1.16,19.23
10.43,9.02,35.81,25.11,19.63,1.16,18.91
10.11,9.09,36.28,25.21,19.3,1.16,18.91
11.24,9.36,35.0,26.96,18.84,1.16,18.91
10.07,9.22,35.63,25.64,19.44,1.16,18.91
10.78,9.5,35.2,25.1,19.42,1.16,18.91
10.15,9.22,35.3,25.6,19.74,1.16,18.91
13.05,5.54,35.0,29.73,16.79,1.16,17.25
13.42,5.6,35.05,28.89,17.04,1.16,17.25
14.48,5.57,35.0,28.81,17.04,1.16,17.25
13.47,5.72,36.03,28.08,16.69,1.16,17.25
13.07,6.08,35.71,27.81,17.32,1.16,17.25
13.98,5.12,35.28,28.44,17.18,1.16,17.25
14.09,5.96,35.55,27.93,16.47,1.16,17.25
12.82,5.04,36.22,28.49,17.42,1.16,17.25
13.91,6.19,35.3,28.14,16.46,1.16,17.25
13.86,5.0,36.48,28.31,16.46,1.16,17.25
13.38,5.03,35.02,29.58,16.99,1.16,17.25
12.95,6.24,36.79,27.6,16.43,1.16,17.25
12.71,5.98,35.91,27.93,17.46,1.16,17.25
13.35,6.12,35.77,28.5,16.26,1.16,17.25
13.25,5.0,36.49,28.11,17.38,1.16,17.25
12.87,5.93,35.24,28.61,17.35,1.16,17.25
13.48,5.13,36.44,27.58,17.38,1.16,17.25
13.52,6.12,35.14,27.73,17.48,1.16,17.25
14.26,5.69,42.49,21.82,15.75,1.17,21.82
13.94,6.15,42.37,22.24,15.3,1.17,21.82
15.0,6.13,40.07,22.16,16.17,1.17,21.82
13.84,5.03,42.5,22.43,16.2,1.17,21.82
14.89,5.62,41.86,21.6,16.03,1.17,21.82
12.0,7.49,36.98,26.14,17.4,1.17,17.58
12.23,7.39,36.37,26.73,17.28,1.17,17.58
12.37,7.41,36.04,27.39,16.79,1.17,17.58
12.33,7.43,36.41,26.93,16.89,1.17,17.58
12.33,7.37,36.0,26.79,17.5,1.17,17.58
12.06,7.17,37.4,26.37,16.98,1.17,17.58
12.41,6.95,36.1,27.08,17.46,1.17,17.58
14.53,5.92,36.74,23.24,19.56,1.17,17.46
14.6,5.44,36.7,24.48,18.78,1.17,17.46
15.0,5.49,37.04,23.42,19.01,1.17,17.46
15.0,5.43,35.56,24.84,19.01,1.17,17.46
14.58,5.45,36.97,24.21,18.79,1.17,17.46
13.89,5.98,37.23,23.16,19.74,1.17,17.46
12.51,5.31,36.93,24.99,20.0,1.17,17.46
13.91,5.67,37.3,23.57,19.56,1.17,17.46
14.48,5.25,36.95,22.59,20.0,1.17,17.46
14.75,5.11,36.83,24.43,18.89,1.17,17.46
13.75,5.7,37.35,24.43,18.77,1.17,17.46
13.27,5.67,36.85,24.65,19.56,1.17,17.46
13.04,6.06,37.22,23.36,20.0,1.17,17.46
13.82,5.39,36.28,24.66,19.85,1.17,17.46
13.18,5.13,36.62,26.03,19.03,1.17,17.45
12.93,5.19,36.54,25.58,19.76,1.17,17.45
14.2,5.22,35.82,25.89,18.88,1.17,17.45
12.96,5.36,36.12,26.08,19.47,1.17,17.45
13.52,5.06,35.66,26.37,19.39,1.17,17.45
12.95,5.71,36.87,25.32,19.16,1.17,17.45
13.04,5.0,35.86,26.83,19.34,1.17,17.45
